selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
X82200_at,"leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_13, leukemia_base_0002_17","[1.0, 0.999, 1.0, 1.0]","[637.0, 636.0, 696.0, 689.0]",4
X82206_s_at,"leukemia_base_0001_8, leukemia_base_0001_29, leukemia_base_0008_14","[1.0, 1.0, 0.906]","[715.0, 665.0, 69.0]",3
X82207_at,"leukemia_base_0001_6, leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_6, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0002_20","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[677.0, 685.0, 669.0, 671.0, 650.0, 730.0, 647.0]",7
X82209_at,"leukemia_base_0001_4, leukemia_base_0001_7, leukemia_base_0001_14, leukemia_base_0002_27, leukemia_base_0003_1, leukemia_base_0008_0","[0.971, 1.0, 1.0, 1.0, 1.0, 0.938]","[654.0, 692.0, 700.0, 713.0, 660.0, 73.0]",6
X82224_at,"leukemia_base_0001_7, leukemia_base_0002_4, leukemia_base_0002_19, leukemia_base_0002_21, leukemia_base_0003_1, leukemia_base_0012_12","[1.0, 1.0, 1.0, 0.969, 1.0, 1.0]","[692.0, 669.0, 683.0, 679.0, 660.0, 80.0]",6
X82240_rna1_at,"leukemia_base_0001_2, leukemia_base_0001_4, leukemia_base_0001_9, leukemia_base_0002_13, leukemia_base_0002_28, leukemia_base_0003_0, leukemia_base_0008_27","[1.0, 0.971, 0.968, 1.0, 1.0, 0.997, 0.828]","[674.0, 654.0, 650.0, 696.0, 688.0, 634.0, 82.0]",7
X82279_s_at,"leukemia_base_0001_0, leukemia_base_0001_18, leukemia_base_0001_21, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_13, leukemia_base_0002_18","[1.0, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0]","[680.0, 690.0, 704.0, 637.0, 636.0, 696.0, 730.0]",7
X82324_at,"leukemia_base_0001_0, leukemia_base_0001_5, leukemia_base_0001_21, leukemia_base_0001_26, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0002_23, leukemia_base_0002_24, leukemia_base_0003_2, leukemia_base_0013_22","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 688.0, 704.0, 644.0, 694.0, 650.0, 726.0, 683.0, 657.0, 30.0]",10
X82434_at,"leukemia_base_0001_2, leukemia_base_0001_4, leukemia_base_0001_8, leukemia_base_0001_13, leukemia_base_0001_14, leukemia_base_0001_22, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0009_9, leukemia_base_0009_25, leukemia_base_0012_5","[1.0, 0.971, 1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 0.984, 1.0, 1.0]","[674.0, 654.0, 715.0, 682.0, 700.0, 690.0, 707.0, 689.0, 53.0, 53.0, 64.0]",11
X82456_at,"leukemia_base_0001_4, leukemia_base_0001_5, leukemia_base_0001_26, leukemia_base_0002_12, leukemia_base_0002_14, leukemia_base_0002_29","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[654.0, 688.0, 644.0, 693.0, 700.0, 707.0]",6
X82494_at,"leukemia_base_0001_3, leukemia_base_0001_16, leukemia_base_0001_29, leukemia_base_0002_6, leukemia_base_0002_9, leukemia_base_0002_17","[1.0, 0.971, 1.0, 1.0, 0.999, 1.0]","[733.0, 659.0, 665.0, 671.0, 636.0, 689.0]",6
X82539_at,"leukemia_base_0001_8, leukemia_base_0001_12, leukemia_base_0001_16, leukemia_base_0001_17, leukemia_base_0001_18, leukemia_base_0001_26, leukemia_base_0001_27, leukemia_base_0001_28, leukemia_base_0002_12, leukemia_base_0002_14, leukemia_base_0002_27, leukemia_base_0008_8","[1.0, 0.971, 0.971, 1.0, 1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.891]","[715.0, 694.0, 659.0, 722.0, 690.0, 644.0, 734.0, 669.0, 693.0, 700.0, 713.0, 57.0]",12
X82554_rna1_at,"leukemia_base_0001_1, leukemia_base_0001_7, leukemia_base_0001_8, leukemia_base_0001_20, leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_14, leukemia_base_0002_16, leukemia_base_0002_21, leukemia_base_0008_15","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.969, 0.891]","[700.0, 692.0, 715.0, 632.0, 671.0, 694.0, 700.0, 650.0, 679.0, 70.0]",10
X82629_at,"leukemia_base_0001_17, leukemia_base_0001_24, leukemia_base_0002_27, leukemia_base_0009_6, leukemia_base_0009_7, leukemia_base_0009_20","[1.0, 1.0, 1.0, 0.984, 0.984, 0.999]","[722.0, 663.0, 713.0, 60.0, 58.0, 65.0]",6
X82634_at,"leukemia_base_0001_5, leukemia_base_0001_8, leukemia_base_0001_16, leukemia_base_0001_26, leukemia_base_0001_27, leukemia_base_0007_4, leukemia_base_0012_5","[1.0, 1.0, 0.971, 1.0, 1.0, 0.984, 1.0]","[688.0, 715.0, 659.0, 644.0, 734.0, 63.0, 64.0]",7
X82676_at,"leukemia_base_0001_0, leukemia_base_0002_8","[1.0, 1.0]","[680.0, 694.0]",2
X82693_at,"leukemia_base_0001_6, leukemia_base_0001_15, leukemia_base_0001_18, leukemia_base_0001_21, leukemia_base_0002_25, leukemia_base_0002_26, leukemia_base_0003_2, leukemia_base_0009_3","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[677.0, 720.0, 690.0, 704.0, 716.0, 711.0, 657.0, 67.0]",8
X82835_at,"leukemia_base_0001_8, leukemia_base_0001_20, leukemia_base_0001_21, leukemia_base_0001_27, leukemia_base_0002_28","[1.0, 0.971, 1.0, 1.0, 1.0]","[715.0, 632.0, 704.0, 734.0, 688.0]",5
X82850_s_at,"leukemia_base_0001_9, leukemia_base_0002_1, leukemia_base_0002_10, leukemia_base_0002_25","[0.968, 0.984, 1.0, 1.0]","[650.0, 681.0, 657.0, 716.0]",4
X82877_at,"leukemia_base_0001_28, leukemia_base_0002_3, leukemia_base_0002_12, leukemia_base_0002_20, leukemia_base_0002_22, leukemia_base_0002_29, leukemia_base_0008_17, leukemia_base_0011_22, leukemia_base_0012_21","[0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.859, 0.969, 1.0]","[669.0, 660.0, 693.0, 647.0, 676.0, 707.0, 65.0, 38.0, 61.0]",9
X82895_at,"leukemia_base_0001_23, leukemia_base_0001_26, leukemia_base_0001_27, leukemia_base_0002_4, leukemia_base_0002_13, leukemia_base_0002_26, leukemia_base_0011_15","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[646.0, 644.0, 734.0, 669.0, 696.0, 711.0, 29.0]",7
X83107_at,"leukemia_base_0001_11, leukemia_base_0001_20, leukemia_base_0001_24, leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_9, leukemia_base_0002_15, leukemia_base_0003_2","[1.0, 0.971, 1.0, 0.984, 1.0, 0.999, 1.0, 1.0]","[661.0, 632.0, 663.0, 681.0, 669.0, 636.0, 654.0, 657.0]",8
X83127_at,"leukemia_base_0001_11, leukemia_base_0001_24, leukemia_base_0002_8, leukemia_base_0002_12, leukemia_base_0002_23, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[661.0, 663.0, 694.0, 693.0, 726.0, 688.0]",6
X83218_at,"leukemia_base_0001_9, leukemia_base_0001_15, leukemia_base_0001_23, leukemia_base_0002_0, leukemia_base_0008_12","[0.968, 1.0, 1.0, 1.0, 0.922]","[650.0, 720.0, 646.0, 685.0, 70.0]",5
X83228_at,"leukemia_base_0001_21, leukemia_base_0001_25, leukemia_base_0001_27, leukemia_base_0001_29, leukemia_base_0002_10, leukemia_base_0007_7","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[704.0, 676.0, 734.0, 665.0, 657.0, 66.0]",6
X83301_s_at,"leukemia_base_0001_4, leukemia_base_0001_12, leukemia_base_0001_19, leukemia_base_0001_25, leukemia_base_0002_23, leukemia_base_0003_0","[0.971, 0.971, 1.0, 1.0, 1.0, 0.997]","[654.0, 694.0, 676.0, 676.0, 726.0, 634.0]",6
X83368_at,"leukemia_base_0001_9, leukemia_base_0001_11, leukemia_base_0001_28, leukemia_base_0002_7, leukemia_base_0002_12, leukemia_base_0002_28, leukemia_base_0002_29, leukemia_base_0008_17, leukemia_base_0008_28","[0.968, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.859, 0.906]","[650.0, 661.0, 669.0, 682.0, 693.0, 688.0, 707.0, 65.0, 70.0]",9
X83378_at,"leukemia_base_0001_21, leukemia_base_0001_26, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_10, leukemia_base_0002_29, leukemia_base_0006_5, leukemia_base_0008_7","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.997, 0.953]","[704.0, 644.0, 682.0, 694.0, 657.0, 707.0, 56.92, 70.0]",8
X83412_at,"leukemia_base_0001_20, leukemia_base_0002_21, leukemia_base_0008_27","[0.971, 0.969, 0.828]","[632.0, 679.0, 82.0]",3
X83416_s_at,"leukemia_base_0001_4, leukemia_base_0001_12, leukemia_base_0001_17, leukemia_base_0001_24, leukemia_base_0001_25, leukemia_base_0002_3, leukemia_base_0002_5, leukemia_base_0002_19, leukemia_base_0002_22, leukemia_base_0002_24, leukemia_base_0002_25, leukemia_base_0007_0","[0.971, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[654.0, 694.0, 722.0, 663.0, 676.0, 660.0, 637.0, 683.0, 676.0, 683.0, 716.0, 56.0]",12
X83425_at,"leukemia_base_0001_8, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0002_21, leukemia_base_0002_23, leukemia_base_0002_29, leukemia_base_0008_5","[1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 0.844]","[715.0, 694.0, 650.0, 679.0, 726.0, 707.0, 78.0]",7
X83441_at,"leukemia_base_0001_0, leukemia_base_0001_4, leukemia_base_0002_6, leukemia_base_0002_15, leukemia_base_0003_0, leukemia_base_0006_0, leukemia_base_0006_5, leukemia_base_0008_13","[1.0, 0.971, 1.0, 1.0, 0.997, 1.0, 0.997, 0.891]","[680.0, 654.0, 671.0, 654.0, 634.0, 66.0, 56.92, 64.0]",8
X83490_s_at,"leukemia_base_0002_1, leukemia_base_0002_12, leukemia_base_0002_13, leukemia_base_0002_17, leukemia_base_0009_1, leukemia_base_0008_27, leukemia_base_0012_27","[0.984, 1.0, 1.0, 1.0, 1.0, 0.828, 1.0]","[681.0, 693.0, 696.0, 689.0, 62.0, 82.0, 57.0]",7
X83492_at,"leukemia_base_0001_4, leukemia_base_0001_9, leukemia_base_0008_7, leukemia_base_0012_10","[0.971, 0.968, 0.953, 0.971]","[654.0, 650.0, 70.0, 70.0]",4
X83492_s_at,"leukemia_base_0001_7, leukemia_base_0002_0, leukemia_base_0002_10, leukemia_base_0002_21, leukemia_base_0002_24, leukemia_base_0002_29, leukemia_base_0011_29, leukemia_base_0012_16","[1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 1.0, 1.0]","[692.0, 685.0, 657.0, 679.0, 683.0, 707.0, 32.0, 56.2]",8
X83535_s_at,"leukemia_base_0002_5, leukemia_base_0002_14, leukemia_base_0002_17, leukemia_base_0002_25, leukemia_base_0003_0, leukemia_base_0008_8, leukemia_base_0008_13","[1.0, 1.0, 1.0, 1.0, 0.997, 0.891, 0.891]","[637.0, 700.0, 689.0, 716.0, 634.0, 57.0, 64.0]",7
X83543_at,"leukemia_base_0001_0, leukemia_base_0001_3, leukemia_base_0001_5, leukemia_base_0001_8, leukemia_base_0001_10, leukemia_base_0001_12, leukemia_base_0001_15, leukemia_base_0001_21, leukemia_base_0001_29, leukemia_base_0002_15, leukemia_base_0002_21, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 0.971, 0.971, 1.0, 1.0, 1.0, 1.0, 0.969, 1.0]","[680.0, 733.0, 688.0, 715.0, 679.0, 694.0, 720.0, 704.0, 665.0, 654.0, 679.0, 707.0]",12
X83572_at,"leukemia_base_0001_15, leukemia_base_0002_5, leukemia_base_0002_7, leukemia_base_0002_12","[1.0, 1.0, 1.0, 1.0]","[720.0, 637.0, 682.0, 693.0]",4
X83573_at,"leukemia_base_0001_0, leukemia_base_0002_3, leukemia_base_0002_12, leukemia_base_0003_2, leukemia_base_0012_22","[1.0, 1.0, 1.0, 1.0, 0.971]","[680.0, 660.0, 693.0, 657.0, 64.0]",5
X83618_at,"leukemia_base_0001_8, leukemia_base_0001_19, leukemia_base_0001_28, leukemia_base_0002_6, leukemia_base_0002_11, leukemia_base_0013_5, leukemia_base_0012_9","[1.0, 1.0, 0.971, 1.0, 1.0, 0.971, 1.0]","[715.0, 676.0, 669.0, 671.0, 707.0, 28.0, 67.0]",7
X83703_at,"leukemia_base_0001_8, leukemia_base_0001_21, leukemia_base_0001_22, leukemia_base_0002_28","[1.0, 1.0, 0.971, 1.0]","[715.0, 704.0, 690.0, 688.0]",4
X83705_s_at,"leukemia_base_0001_1, leukemia_base_0001_2, leukemia_base_0001_15, leukemia_base_0001_22, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0002_19, leukemia_base_0003_0","[1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 0.997]","[700.0, 674.0, 720.0, 690.0, 694.0, 650.0, 683.0, 634.0]",8
X83857_s_at,"leukemia_base_0001_7, leukemia_base_0001_21, leukemia_base_0001_26, leukemia_base_0002_0, leukemia_base_0002_10, leukemia_base_0002_28, leukemia_base_0003_1","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[692.0, 704.0, 644.0, 685.0, 657.0, 688.0, 660.0]",7
X83863_at,"leukemia_base_0001_1, leukemia_base_0001_15, leukemia_base_0001_29, leukemia_base_0002_1, leukemia_base_0002_7, leukemia_base_0002_20, leukemia_base_0002_25, leukemia_base_0007_2","[1.0, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 1.0]","[700.0, 720.0, 665.0, 681.0, 682.0, 647.0, 716.0, 58.0]",8
X83928_at,"leukemia_base_0001_14, leukemia_base_0001_27, leukemia_base_0001_28, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_17","[1.0, 1.0, 0.971, 1.0, 0.999, 1.0]","[700.0, 734.0, 669.0, 637.0, 636.0, 689.0]",6
X83929_s_at,"leukemia_base_0001_5, leukemia_base_0001_18, leukemia_base_0001_28, leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0013_2, leukemia_base_0012_6","[1.0, 1.0, 0.971, 1.0, 0.984, 1.0, 1.0, 1.0, 0.971, 0.971]","[688.0, 690.0, 669.0, 685.0, 681.0, 657.0, 707.0, 693.0, 19.0, 82.0]",10
X83973_at,"leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0001_24, leukemia_base_0002_16, leukemia_base_0011_19","[1.0, 1.0, 1.0, 1.0, 0.984]","[722.0, 646.0, 663.0, 650.0, 24.0]",5
X84002_at,"leukemia_base_0001_5, leukemia_base_0002_3, leukemia_base_0002_21, leukemia_base_0002_24, leukemia_base_0002_28, leukemia_base_0003_1, leukemia_base_0009_21","[1.0, 1.0, 0.969, 1.0, 1.0, 1.0, 1.0]","[688.0, 660.0, 679.0, 683.0, 688.0, 660.0, 73.0]",7
X84003_at,"leukemia_base_0001_13, leukemia_base_0001_27, leukemia_base_0001_28, leukemia_base_0002_1, leukemia_base_0002_6, leukemia_base_0002_11, leukemia_base_0006_4","[1.0, 1.0, 0.971, 0.984, 1.0, 1.0, 1.0]","[682.0, 734.0, 669.0, 681.0, 671.0, 707.0, 68.0]",7
X84194_at,"leukemia_base_0001_2, leukemia_base_0001_4, leukemia_base_0001_12, leukemia_base_0001_13, leukemia_base_0001_19, leukemia_base_0001_26, leukemia_base_0002_9, leukemia_base_0002_10, leukemia_base_0002_12, leukemia_base_0011_27","[1.0, 0.971, 0.971, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 1.0]","[674.0, 654.0, 694.0, 682.0, 676.0, 644.0, 636.0, 657.0, 693.0, 26.0]",10
X84195_at,"leukemia_base_0001_26, leukemia_base_0001_28, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_13, leukemia_base_0002_24, leukemia_base_0007_8, leukemia_base_0012_24","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[644.0, 669.0, 682.0, 694.0, 696.0, 683.0, 64.0, 72.0]",8
X84213_s_at,"leukemia_base_0001_6, leukemia_base_0001_10, leukemia_base_0001_23, leukemia_base_0001_24, leukemia_base_0001_25, leukemia_base_0001_27, leukemia_base_0002_11, leukemia_base_0002_21, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0008_12","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.969, 1.0, 1.0, 0.922]","[677.0, 679.0, 646.0, 663.0, 676.0, 734.0, 707.0, 679.0, 676.0, 726.0, 70.0]",11
X84373_at,"leukemia_base_0001_22, leukemia_base_0001_24, leukemia_base_0002_9, leukemia_base_0002_15, leukemia_base_0006_5, leukemia_base_0009_28","[0.971, 1.0, 0.999, 1.0, 0.997, 0.984]","[690.0, 663.0, 636.0, 654.0, 56.92, 65.0]",6
X84707_rna1_at,"leukemia_base_0001_19, leukemia_base_0001_22, leukemia_base_0001_26, leukemia_base_0002_16, leukemia_base_0013_13","[1.0, 0.971, 1.0, 1.0, 0.964]","[676.0, 690.0, 644.0, 650.0, 33.0]",5
X84709_at,"leukemia_base_0001_9, leukemia_base_0001_15, leukemia_base_0001_23, leukemia_base_0001_28, leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_17, leukemia_base_0012_8, leukemia_base_0012_27","[0.968, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0]","[650.0, 720.0, 646.0, 669.0, 671.0, 657.0, 689.0, 64.0, 57.0]",9
X84740_at,"leukemia_base_0001_0, leukemia_base_0001_20","[1.0, 0.971]","[680.0, 632.0]",2
X84746_at,leukemia_base_0002_13,[1.0],[696.0],1
X84908_at,"leukemia_base_0001_8, leukemia_base_0002_12, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0002_19","[1.0, 1.0, 1.0, 1.0, 1.0]","[715.0, 693.0, 650.0, 730.0, 683.0]",5
X85106_at,"leukemia_base_0001_15, leukemia_base_0001_20, leukemia_base_0001_24, leukemia_base_0002_2, leukemia_base_0002_12, leukemia_base_0003_2, leukemia_base_0006_4, leukemia_base_0008_6, leukemia_base_0009_19","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.828, 1.0]","[720.0, 632.0, 663.0, 683.0, 693.0, 657.0, 68.0, 67.0, 68.0]",9
X85116_rna1_s_at,"leukemia_base_0001_2, leukemia_base_0001_9, leukemia_base_0001_13, leukemia_base_0002_8, leukemia_base_0002_16, leukemia_base_0009_3, leukemia_base_0009_14, leukemia_base_0011_4, leukemia_base_0013_25, leukemia_base_0012_28","[1.0, 0.968, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 1.0, 1.0]","[674.0, 650.0, 682.0, 694.0, 650.0, 67.0, 57.0, 31.0, 27.0, 65.0]",10
X85133_at,"leukemia_base_0001_22, leukemia_base_0001_27, leukemia_base_0002_10, leukemia_base_0003_1, leukemia_base_0012_15","[0.971, 1.0, 1.0, 1.0, 0.971]","[690.0, 734.0, 657.0, 660.0, 58.0]",5
X85134_rna1_at,"leukemia_base_0001_1, leukemia_base_0001_2, leukemia_base_0001_9, leukemia_base_0001_12, leukemia_base_0002_0, leukemia_base_0002_24","[1.0, 1.0, 0.968, 0.971, 1.0, 1.0]","[700.0, 674.0, 650.0, 694.0, 685.0, 683.0]",6
X85137_s_at,"leukemia_base_0001_5, leukemia_base_0001_7, leukemia_base_0001_9, leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_23, leukemia_base_0002_25, leukemia_base_0002_27","[1.0, 1.0, 0.968, 1.0, 0.984, 1.0, 1.0, 1.0]","[688.0, 692.0, 650.0, 685.0, 681.0, 726.0, 716.0, 713.0]",8
X85178_at,"leukemia_base_0001_23, leukemia_base_0001_25, leukemia_base_0001_26, leukemia_base_0001_27, leukemia_base_0001_28, leukemia_base_0002_22, leukemia_base_0002_24, leukemia_base_0002_25, leukemia_base_0002_26, leukemia_base_0003_1, leukemia_base_0008_22, leukemia_base_0009_24, leukemia_base_0011_3, leukemia_base_0012_2","[1.0, 1.0, 1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891, 0.984, 1.0, 1.0]","[646.0, 676.0, 644.0, 734.0, 669.0, 676.0, 683.0, 716.0, 711.0, 660.0, 58.0, 50.0, 30.0, 64.0]",14
X85237_at,"leukemia_base_0001_3, leukemia_base_0001_5, leukemia_base_0002_6, leukemia_base_0002_14, leukemia_base_0002_28, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[733.0, 688.0, 671.0, 700.0, 688.0, 707.0]",6
X85372_at,"leukemia_base_0001_6, leukemia_base_0002_1, leukemia_base_0002_13, leukemia_base_0003_0","[1.0, 0.984, 1.0, 0.997]","[677.0, 681.0, 696.0, 634.0]",4
X85373_at,"leukemia_base_0001_0, leukemia_base_0001_10, leukemia_base_0001_15, leukemia_base_0002_2, leukemia_base_0002_12, leukemia_base_0002_14, leukemia_base_0002_21, leukemia_base_0008_19, leukemia_base_0008_23","[1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.969, 0.859, 0.906]","[680.0, 679.0, 720.0, 683.0, 693.0, 700.0, 679.0, 70.0, 59.0]",9
X85545_at,"leukemia_base_0001_6, leukemia_base_0002_12, leukemia_base_0002_19, leukemia_base_0002_20, leukemia_base_0002_27, leukemia_base_0003_2, leukemia_base_0008_17, leukemia_base_0012_0","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.859, 0.971]","[677.0, 693.0, 683.0, 647.0, 713.0, 657.0, 65.0, 57.0]",8
X85740_at,"leukemia_base_0001_5, leukemia_base_0001_6, leukemia_base_0001_12, leukemia_base_0001_16, leukemia_base_0002_8, leukemia_base_0002_23, leukemia_base_0011_0","[1.0, 1.0, 0.971, 0.971, 1.0, 1.0, 0.969]","[688.0, 677.0, 694.0, 659.0, 694.0, 726.0, 36.0]",7
X85750_at,"leukemia_base_0001_0, leukemia_base_0001_1, leukemia_base_0001_10, leukemia_base_0001_29, leukemia_base_0002_0, leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0002_28","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[680.0, 700.0, 679.0, 665.0, 685.0, 657.0, 707.0, 689.0, 688.0]",9
X85753_at,"leukemia_base_0001_5, leukemia_base_0001_11, leukemia_base_0001_13, leukemia_base_0001_14, leukemia_base_0001_19, leukemia_base_0002_1, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_18, leukemia_base_0002_22, leukemia_base_0002_26, leukemia_base_0008_28, leukemia_base_0009_28","[1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 1.0, 1.0, 0.906, 0.984]","[688.0, 661.0, 682.0, 700.0, 676.0, 681.0, 682.0, 694.0, 730.0, 676.0, 711.0, 70.0, 65.0]",13
X85781_s_at,"leukemia_base_0001_10, leukemia_base_0002_7, leukemia_base_0002_15, leukemia_base_0002_25, leukemia_base_0003_1","[0.971, 1.0, 1.0, 1.0, 1.0]","[679.0, 682.0, 654.0, 716.0, 660.0]",5
X85785_rna1_at,"leukemia_base_0001_3, leukemia_base_0001_17, leukemia_base_0001_23, leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_12, leukemia_base_0008_20","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891]","[733.0, 722.0, 646.0, 671.0, 657.0, 693.0, 70.0]",7
X85786_at,"leukemia_base_0001_0, leukemia_base_0001_5, leukemia_base_0001_16, leukemia_base_0001_24, leukemia_base_0002_6, leukemia_base_0002_10","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0]","[680.0, 688.0, 659.0, 663.0, 671.0, 657.0]",6
X86012_at,"leukemia_base_0001_6, leukemia_base_0001_7, leukemia_base_0001_15, leukemia_base_0001_24, leukemia_base_0002_3, leukemia_base_0002_6, leukemia_base_0002_14, leukemia_base_0002_18, leukemia_base_0002_27, leukemia_base_0002_29, leukemia_base_0008_20, leukemia_base_0009_7, leukemia_base_0012_6","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.891, 0.984, 0.971]","[677.0, 692.0, 720.0, 663.0, 660.0, 671.0, 700.0, 730.0, 713.0, 707.0, 70.0, 58.0, 82.0]",13
X86018_at,"leukemia_base_0001_28, leukemia_base_0002_3, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_15, leukemia_base_0002_27, leukemia_base_0003_2, leukemia_base_0011_23","[0.971, 1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 0.984]","[669.0, 660.0, 637.0, 636.0, 654.0, 713.0, 657.0, 24.0]",8
X86019_at,"leukemia_base_0001_10, leukemia_base_0001_28, leukemia_base_0002_1, leukemia_base_0002_5, leukemia_base_0002_18, leukemia_base_0002_24, leukemia_base_0007_2","[0.971, 0.971, 0.984, 1.0, 1.0, 1.0, 1.0]","[679.0, 669.0, 681.0, 637.0, 730.0, 683.0, 58.0]",7
X86098_at,"leukemia_base_0001_1, leukemia_base_0001_3, leukemia_base_0001_4, leukemia_base_0001_7, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0002_28, leukemia_base_0008_28","[1.0, 1.0, 0.971, 1.0, 1.0, 1.0, 1.0, 0.906]","[700.0, 733.0, 654.0, 692.0, 707.0, 689.0, 688.0, 70.0]",8
X86163_at,"leukemia_base_0001_3, leukemia_base_0001_6, leukemia_base_0001_16, leukemia_base_0001_24, leukemia_base_0001_26, leukemia_base_0002_1, leukemia_base_0002_7, leukemia_base_0002_17, leukemia_base_0002_22, leukemia_base_0003_0, leukemia_base_0003_1, leukemia_base_0013_22","[1.0, 1.0, 0.971, 1.0, 1.0, 0.984, 1.0, 1.0, 1.0, 0.997, 1.0, 1.0]","[733.0, 677.0, 659.0, 663.0, 644.0, 681.0, 682.0, 689.0, 676.0, 634.0, 660.0, 30.0]",12
X86371_s_at,"leukemia_base_0001_2, leukemia_base_0001_18, leukemia_base_0001_19, leukemia_base_0001_25, leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0003_0, leukemia_base_0009_12","[1.0, 1.0, 1.0, 1.0, 0.984, 1.0, 0.997, 1.0]","[674.0, 690.0, 676.0, 676.0, 681.0, 683.0, 634.0, 61.0]",8
X86400_at,"leukemia_base_0001_9, leukemia_base_0001_10, leukemia_base_0001_23, leukemia_base_0001_26, leukemia_base_0002_12, leukemia_base_0002_20, leukemia_base_0002_25, leukemia_base_0009_21","[0.968, 0.971, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[650.0, 679.0, 646.0, 644.0, 693.0, 647.0, 716.0, 73.0]",8
