selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
att_84,"mandelon_base_0017_5, mandelon_base_0017_14, mandelon_base_0017_16, mandelon_base_0023_1, mandelon_base_0023_4, mandelon_base_0023_16","[0.76, 0.763, 0.747, 0.768, 0.665, 0.697]","[36.0, 36.0, 35.0, 41.0, 45.0, 45.0]",6
att_85,"mandelon_base_0017_3, mandelon_base_0017_11, mandelon_base_0017_16, mandelon_base_0023_10","[0.753, 0.695, 0.747, 0.73]","[35.0, 41.0, 35.0, 33.0]",4
att_86,"mandelon_base_0023_1, mandelon_base_0023_4, mandelon_base_0023_7","[0.768, 0.665, 0.79]","[41.0, 45.0, 33.0]",3
att_87,"mandelon_base_0017_12, mandelon_base_0017_13, mandelon_base_0023_2","[0.715, 0.78, 0.723]","[45.0, 31.0, 41.0]",3
att_89,"mandelon_base_0017_7, mandelon_base_0023_16","[0.697, 0.697]","[41.0, 45.0]",2
att_9,"mandelon_base_0017_6, mandelon_base_0017_16, mandelon_base_0023_11, mandelon_base_0023_23","[0.778, 0.747, 0.758, 0.772]","[32.0, 35.0, 44.0, 31.0]",4
att_90,mandelon_base_0023_20,[0.785],[30.0],1
att_91,"mandelon_base_0017_9, mandelon_base_0017_12, mandelon_base_0023_16, mandelon_base_0023_27","[0.71, 0.715, 0.697, 0.687]","[38.0, 45.0, 45.0, 31.0]",4
att_92,"mandelon_base_0023_4, mandelon_base_0023_10, mandelon_base_0023_27","[0.665, 0.73, 0.687]","[45.0, 33.0, 31.0]",3
att_93,"mandelon_base_0017_16, mandelon_base_0023_19","[0.747, 0.745]","[35.0, 41.0]",2
att_94,"mandelon_base_0017_17, mandelon_base_0023_13","[0.728, 0.76]","[38.0, 39.0]",2
att_95,"mandelon_base_0017_8, mandelon_base_0023_8, mandelon_base_0023_28","[0.78, 0.763, 0.748]","[24.0, 36.0, 36.0]",3
att_96,"mandelon_base_0017_0, mandelon_base_0017_9, mandelon_base_0023_18, mandelon_base_0023_19, mandelon_base_0023_29","[0.685, 0.71, 0.81, 0.745, 0.785]","[31.0, 38.0, 33.0, 41.0, 28.0]",5
att_97,"mandelon_base_0017_5, mandelon_base_0017_6, mandelon_base_0017_14, mandelon_base_0023_25","[0.76, 0.778, 0.763, 0.76]","[36.0, 32.0, 36.0, 36.0]",4
att_99,mandelon_base_0017_6,[0.778],[32.0],1
