selected_features_bin,experiment_name,pob_accuracy_avg,pob_ngenes_avg,count
U70862_at,"leukemia_base_0002_6, leukemia_base_0002_10, leukemia_base_0002_18","[1.0, 1.0, 1.0]","[671.0, 657.0, 730.0]",3
U70867_at,"leukemia_base_0002_4, leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_19, leukemia_base_0002_25","[1.0, 1.0, 1.0, 1.0, 1.0]","[669.0, 696.0, 700.0, 683.0, 716.0]",5
U70981_at,"leukemia_base_0002_27, leukemia_base_0011_24","[1.0, 0.969]","[713.0, 38.0]",2
U70987_at,"leukemia_base_0002_13, leukemia_base_0002_22","[1.0, 1.0]","[696.0, 676.0]",2
U71087_at,"leukemia_base_0002_4, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_11, leukemia_base_0002_19","[1.0, 1.0, 0.999, 1.0, 1.0]","[669.0, 637.0, 636.0, 707.0, 683.0]",5
U71088_at,"leukemia_base_0002_3, leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_13","[1.0, 1.0, 1.0, 1.0]","[660.0, 682.0, 657.0, 696.0]",4
U71092_at,"leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0011_5","[1.0, 1.0, 1.0]","[696.0, 700.0, 34.0]",3
U71203_s_at,"leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0011_13","[0.984, 1.0, 1.0, 1.0, 0.969]","[681.0, 660.0, 707.0, 696.0, 42.0]",5
U71207_at,"leukemia_base_0002_5, leukemia_base_0009_2","[1.0, 1.0]","[637.0, 49.0]",2
U71300_at,"leukemia_base_0002_0, leukemia_base_0002_5, leukemia_base_0002_9, leukemia_base_0002_17, leukemia_base_0002_24, leukemia_base_0002_25, leukemia_base_0002_27, leukemia_base_0002_29, leukemia_base_0011_12","[1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[685.0, 637.0, 636.0, 689.0, 683.0, 716.0, 713.0, 707.0, 38.0]",9
U71364_at,"leukemia_base_0002_13, leukemia_base_0002_16","[1.0, 1.0]","[696.0, 650.0]",2
U71374_at,"leukemia_base_0002_0, leukemia_base_0002_7","[1.0, 1.0]","[685.0, 682.0]",2
U71601_at,"leukemia_base_0002_18, leukemia_base_0002_21, leukemia_base_0002_23, leukemia_base_0002_26, leukemia_base_0002_27","[1.0, 0.969, 1.0, 1.0, 1.0]","[730.0, 679.0, 726.0, 711.0, 713.0]",5
U72066_at,"leukemia_base_0002_26, leukemia_base_0009_16","[1.0, 0.984]","[711.0, 64.0]",2
U72206_at,"leukemia_base_0002_7, leukemia_base_0002_15, leukemia_base_0002_16, leukemia_base_0002_17, leukemia_base_0002_20","[1.0, 1.0, 1.0, 1.0, 1.0]","[682.0, 654.0, 650.0, 689.0, 647.0]",5
U72209_at,"leukemia_base_0002_10, leukemia_base_0002_15, leukemia_base_0002_22, leukemia_base_0002_24, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0, 1.0]","[657.0, 654.0, 676.0, 683.0, 711.0]",5
U72263_s_at,"leukemia_base_0002_5, leukemia_base_0002_15, leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0002_21","[1.0, 1.0, 1.0, 1.0, 0.969]","[637.0, 654.0, 650.0, 730.0, 679.0]",5
U72507_at,"leukemia_base_0002_0, leukemia_base_0002_2, leukemia_base_0002_10, leukemia_base_0002_18, leukemia_base_0002_21, leukemia_base_0002_23","[1.0, 1.0, 1.0, 1.0, 0.969, 1.0]","[685.0, 683.0, 657.0, 730.0, 679.0, 726.0]",6
U72508_at,leukemia_base_0002_22,[1.0],[676.0],1
U72509_s_at,"leukemia_base_0002_5, leukemia_base_0002_12, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[637.0, 693.0, 716.0]",3
U72511_at,leukemia_base_0002_17,[1.0],[689.0],1
U72512_at,"leukemia_base_0002_1, leukemia_base_0002_4, leukemia_base_0002_15, leukemia_base_0002_18","[0.984, 1.0, 1.0, 1.0]","[681.0, 669.0, 654.0, 730.0]",4
U72514_at,"leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_12, leukemia_base_0002_19, leukemia_base_0002_27","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 660.0, 693.0, 683.0, 713.0]",5
U72515_at,"leukemia_base_0002_2, leukemia_base_0002_28, leukemia_base_0009_13","[1.0, 1.0, 1.0]","[683.0, 688.0, 58.0]",3
U72517_at,"leukemia_base_0002_2, leukemia_base_0002_7, leukemia_base_0002_16, leukemia_base_0002_25, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[683.0, 682.0, 650.0, 716.0, 707.0]",5
U72621_at,"leukemia_base_0002_4, leukemia_base_0002_23, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[669.0, 726.0, 683.0]",3
U72648_s_at,"leukemia_base_0002_12, leukemia_base_0002_19, leukemia_base_0002_23, leukemia_base_0002_25, leukemia_base_0009_28","[1.0, 1.0, 1.0, 1.0, 0.984]","[693.0, 683.0, 726.0, 716.0, 65.0]",5
U72649_at,"leukemia_base_0002_16, leukemia_base_0002_23, leukemia_base_0002_26","[1.0, 1.0, 1.0]","[650.0, 726.0, 711.0]",3
U72661_at,"leukemia_base_0002_1, leukemia_base_0002_9, leukemia_base_0002_12, leukemia_base_0002_19, leukemia_base_0002_23, leukemia_base_0002_24","[0.984, 0.999, 1.0, 1.0, 1.0, 1.0]","[681.0, 636.0, 693.0, 683.0, 726.0, 683.0]",6
U72671_at,"leukemia_base_0002_0, leukemia_base_0002_4, leukemia_base_0002_5, leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_16, leukemia_base_0002_28, leukemia_base_0009_10, leukemia_base_0009_23","[1.0, 1.0, 1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 0.969]","[685.0, 669.0, 637.0, 682.0, 694.0, 636.0, 650.0, 688.0, 62.0, 57.0]",10
U72761_at,"leukemia_base_0002_0, leukemia_base_0002_20","[1.0, 1.0]","[685.0, 647.0]",2
U72882_s_at,"leukemia_base_0002_1, leukemia_base_0002_5, leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_27","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 637.0, 671.0, 694.0, 713.0]",5
U72935_cds3_s_at,"leukemia_base_0002_4, leukemia_base_0002_6, leukemia_base_0002_17, leukemia_base_0002_25","[1.0, 1.0, 1.0, 1.0]","[669.0, 671.0, 689.0, 716.0]",4
U72936_s_at,"leukemia_base_0002_0, leukemia_base_0002_1, leukemia_base_0002_4","[1.0, 0.984, 1.0]","[685.0, 681.0, 669.0]",3
U73167_cds2_s_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_16, leukemia_base_0002_27","[1.0, 1.0, 1.0, 1.0]","[660.0, 669.0, 650.0, 713.0]",4
U73167_cds3_at,"leukemia_base_0002_1, leukemia_base_0002_9, leukemia_base_0002_20, leukemia_base_0011_25","[0.984, 0.999, 1.0, 1.0]","[681.0, 636.0, 647.0, 33.0]",4
U73167_cds4_at,"leukemia_base_0002_1, leukemia_base_0002_8, leukemia_base_0002_11, leukemia_base_0002_17, leukemia_base_0002_29","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 694.0, 707.0, 689.0, 707.0]",5
U73167_cds5_at,"leukemia_base_0002_0, leukemia_base_0002_8","[1.0, 1.0]","[685.0, 694.0]",2
U73167_cds7_at,"leukemia_base_0002_13, leukemia_base_0009_17","[1.0, 0.984]","[696.0, 66.0]",2
U73191_at,"leukemia_base_0002_2, leukemia_base_0002_4, leukemia_base_0002_6, leukemia_base_0002_20, leukemia_base_0009_2, leukemia_base_0009_15","[1.0, 1.0, 1.0, 1.0, 1.0, 0.984]","[683.0, 669.0, 671.0, 647.0, 49.0, 82.0]",6
U73304_rna1_at,"leukemia_base_0002_5, leukemia_base_0002_10, leukemia_base_0002_27","[1.0, 1.0, 1.0]","[637.0, 657.0, 713.0]",3
U73328_at,"leukemia_base_0002_0, leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[685.0, 696.0, 700.0, 711.0]",4
U73330_at,"leukemia_base_0002_16, leukemia_base_0002_29","[1.0, 1.0]","[650.0, 707.0]",2
U73338_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_7, leukemia_base_0002_11, leukemia_base_0002_15","[1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 669.0, 682.0, 707.0, 654.0]",5
U73377_at,"leukemia_base_0002_11, leukemia_base_0002_16, leukemia_base_0002_17, leukemia_base_0009_19","[1.0, 1.0, 1.0, 1.0]","[707.0, 650.0, 689.0, 68.0]",4
U73379_at,"leukemia_base_0002_17, leukemia_base_0011_28","[1.0, 1.0]","[689.0, 30.0]",2
U73477_s_at,"leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_29, leukemia_base_0009_0, leukemia_base_0011_26","[1.0, 1.0, 1.0, 1.0, 1.0]","[682.0, 657.0, 707.0, 64.0, 32.0]",5
U73499_at,leukemia_base_0002_23,[1.0],[726.0],1
U73514_at,"leukemia_base_0002_3, leukemia_base_0002_6, leukemia_base_0002_18","[1.0, 1.0, 1.0]","[660.0, 671.0, 730.0]",3
U73524_at,leukemia_base_0002_29,[1.0],[707.0],1
U73682_at,"leukemia_base_0002_1, leukemia_base_0002_2, leukemia_base_0002_21, leukemia_base_0002_27, leukemia_base_0009_24, leukemia_base_0009_27","[0.984, 1.0, 0.969, 1.0, 0.984, 0.969]","[681.0, 683.0, 679.0, 713.0, 50.0, 70.0]",6
U73704_at,"leukemia_base_0002_10, leukemia_base_0002_11, leukemia_base_0002_19, leukemia_base_0002_21, leukemia_base_0002_26","[1.0, 1.0, 1.0, 0.969, 1.0]","[657.0, 707.0, 683.0, 679.0, 711.0]",5
U73737_at,"leukemia_base_0002_12, leukemia_base_0002_16, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[693.0, 650.0, 688.0]",3
U73738_at,leukemia_base_0002_24,[1.0],[683.0],1
U73799_at,"leukemia_base_0002_2, leukemia_base_0002_20, leukemia_base_0002_24, leukemia_base_0002_25","[1.0, 1.0, 1.0, 1.0]","[683.0, 647.0, 683.0, 716.0]",4
U73824_at,"leukemia_base_0002_10, leukemia_base_0002_21, leukemia_base_0002_25","[1.0, 0.969, 1.0]","[657.0, 679.0, 716.0]",3
U73843_at,"leukemia_base_0002_16, leukemia_base_0002_18, leukemia_base_0009_5","[1.0, 1.0, 0.98]","[650.0, 730.0, 68.01]",3
U73936_at,"leukemia_base_0002_12, leukemia_base_0002_19, leukemia_base_0002_20, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0]","[693.0, 683.0, 647.0, 683.0]",4
U73960_at,"leukemia_base_0002_4, leukemia_base_0002_9","[1.0, 0.999]","[669.0, 636.0]",2
U74324_at,"leukemia_base_0002_8, leukemia_base_0002_14, leukemia_base_0002_20, leukemia_base_0002_27","[1.0, 1.0, 1.0, 1.0]","[694.0, 700.0, 647.0, 713.0]",4
U74382_s_at,"leukemia_base_0002_4, leukemia_base_0002_22, leukemia_base_0002_23, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[669.0, 676.0, 726.0, 711.0]",4
U74612_at,leukemia_base_0002_11,[1.0],[707.0],1
U74667_at,"leukemia_base_0002_1, leukemia_base_0002_6, leukemia_base_0002_20, leukemia_base_0002_23","[0.984, 1.0, 1.0, 1.0]","[681.0, 671.0, 647.0, 726.0]",4
U75272_s_at,"leukemia_base_0002_2, leukemia_base_0002_12, leukemia_base_0002_29, leukemia_base_0009_2, leukemia_base_0009_10","[1.0, 1.0, 1.0, 1.0, 1.0]","[683.0, 693.0, 707.0, 49.0, 62.0]",5
U75276_s_at,"leukemia_base_0002_2, leukemia_base_0002_10, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[683.0, 657.0, 707.0]",3
U75308_at,"leukemia_base_0002_1, leukemia_base_0002_6, leukemia_base_0002_22, leukemia_base_0002_28, leukemia_base_0009_18","[0.984, 1.0, 1.0, 1.0, 0.984]","[681.0, 671.0, 676.0, 688.0, 70.0]",5
U75309_s_at,"leukemia_base_0002_20, leukemia_base_0002_23, leukemia_base_0002_26, leukemia_base_0002_27, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[647.0, 726.0, 711.0, 713.0, 707.0]",5
U75362_at,"leukemia_base_0002_4, leukemia_base_0002_13, leukemia_base_0002_21, leukemia_base_0002_25, leukemia_base_0011_12","[1.0, 1.0, 0.969, 1.0, 1.0]","[669.0, 696.0, 679.0, 716.0, 38.0]",5
U75370_at,"leukemia_base_0002_0, leukemia_base_0002_19","[1.0, 1.0]","[685.0, 683.0]",2
U75679_at,"leukemia_base_0002_0, leukemia_base_0002_6, leukemia_base_0002_7, leukemia_base_0002_18, leukemia_base_0009_11","[1.0, 1.0, 1.0, 1.0, 0.969]","[685.0, 671.0, 682.0, 730.0, 60.0]",5
U75968_at,leukemia_base_0002_18,[1.0],[730.0],1
U76010_at,"leukemia_base_0002_4, leukemia_base_0002_9","[1.0, 0.999]","[669.0, 636.0]",2
U76189_at,"leukemia_base_0002_12, leukemia_base_0002_22, leukemia_base_0002_25, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0]","[693.0, 676.0, 716.0, 688.0]",4
U76272_at,"leukemia_base_0002_4, leukemia_base_0002_20, leukemia_base_0002_24","[1.0, 1.0, 1.0]","[669.0, 647.0, 683.0]",3
U76366_s_at,"leukemia_base_0002_11, leukemia_base_0002_23, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[707.0, 726.0, 707.0]",3
U76369_at,"leukemia_base_0002_10, leukemia_base_0002_19, leukemia_base_0002_24, leukemia_base_0009_11","[1.0, 1.0, 1.0, 0.969]","[657.0, 683.0, 683.0, 60.0]",4
U76388_at,leukemia_base_0002_11,[1.0],[707.0],1
U76421_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_6, leukemia_base_0002_23, leukemia_base_0011_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[660.0, 669.0, 671.0, 726.0, 32.0]",5
U76456_at,"leukemia_base_0002_0, leukemia_base_0002_16, leukemia_base_0002_28","[1.0, 1.0, 1.0]","[685.0, 650.0, 688.0]",3
U76638_at,"leukemia_base_0002_5, leukemia_base_0002_10, leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0009_29","[1.0, 1.0, 1.0, 1.0, 1.0]","[637.0, 657.0, 693.0, 730.0, 76.0]",5
U76764_s_at,"leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_6, leukemia_base_0002_11, leukemia_base_0002_12, leukemia_base_0002_20, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[683.0, 660.0, 671.0, 707.0, 693.0, 647.0, 688.0]",7
U76992_at,"leukemia_base_0002_0, leukemia_base_0002_10","[1.0, 1.0]","[685.0, 657.0]",2
U77129_at,"leukemia_base_0002_2, leukemia_base_0002_5, leukemia_base_0002_22, leukemia_base_0002_27","[1.0, 1.0, 1.0, 1.0]","[683.0, 637.0, 676.0, 713.0]",4
U77180_at,"leukemia_base_0002_3, leukemia_base_0002_12, leukemia_base_0002_13","[1.0, 1.0, 1.0]","[660.0, 693.0, 696.0]",3
U77396_at,"leukemia_base_0002_17, leukemia_base_0002_29","[1.0, 1.0]","[689.0, 707.0]",2
U77413_at,"leukemia_base_0002_18, leukemia_base_0002_23, leukemia_base_0002_25","[1.0, 1.0, 1.0]","[730.0, 726.0, 716.0]",3
U77456_at,"leukemia_base_0002_19, leukemia_base_0002_22","[1.0, 1.0]","[683.0, 676.0]",2
U77594_at,"leukemia_base_0002_3, leukemia_base_0002_4, leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0002_28, leukemia_base_0009_27","[1.0, 1.0, 1.0, 0.999, 1.0, 1.0, 1.0, 0.969]","[660.0, 669.0, 694.0, 636.0, 730.0, 647.0, 688.0, 70.0]",8
U77604_at,"leukemia_base_0002_18, leukemia_base_0002_26, leukemia_base_0011_17","[1.0, 1.0, 0.984]","[730.0, 711.0, 31.0]",3
U77643_at,leukemia_base_0002_3,[1.0],[660.0],1
U77664_at,"leukemia_base_0002_1, leukemia_base_0002_6, leukemia_base_0002_12","[0.984, 1.0, 1.0]","[681.0, 671.0, 693.0]",3
U77665_at,"leukemia_base_0002_3, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_19","[1.0, 1.0, 1.0, 1.0]","[660.0, 654.0, 730.0, 683.0]",4
U77718_at,"leukemia_base_0002_1, leukemia_base_0002_3, leukemia_base_0002_16, leukemia_base_0002_20, leukemia_base_0002_23, leukemia_base_0002_26","[0.984, 1.0, 1.0, 1.0, 1.0, 1.0]","[681.0, 660.0, 650.0, 647.0, 726.0, 711.0]",6
U77735_at,"leukemia_base_0002_3, leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_16","[1.0, 1.0, 1.0, 1.0]","[660.0, 682.0, 657.0, 650.0]",4
U77827_at,"leukemia_base_0002_12, leukemia_base_0002_22, leukemia_base_0009_6, leukemia_base_0009_7","[1.0, 1.0, 0.984, 0.984]","[693.0, 676.0, 60.0, 58.0]",4
U77845_at,"leukemia_base_0002_18, leukemia_base_0002_27, leukemia_base_0009_18","[1.0, 1.0, 0.984]","[730.0, 713.0, 70.0]",3
U77846_rna1_at,leukemia_base_0002_10,[1.0],[657.0],1
U77846_rna1_s_at,"leukemia_base_0002_5, leukemia_base_0002_17, leukemia_base_0002_27","[1.0, 1.0, 1.0]","[637.0, 689.0, 713.0]",3
U77948_at,"leukemia_base_0002_3, leukemia_base_0002_18, leukemia_base_0002_21, leukemia_base_0002_26, leukemia_base_0002_29, leukemia_base_0009_9, leukemia_base_0009_16","[1.0, 1.0, 0.969, 1.0, 1.0, 0.984, 0.984]","[660.0, 730.0, 679.0, 711.0, 707.0, 53.0, 64.0]",7
U77949_at,"leukemia_base_0002_7, leukemia_base_0002_22","[1.0, 1.0]","[682.0, 676.0]",2
U77968_at,"leukemia_base_0002_4, leukemia_base_0002_11, leukemia_base_0002_13, leukemia_base_0002_17","[1.0, 1.0, 1.0, 1.0]","[669.0, 707.0, 696.0, 689.0]",4
U77975_at,leukemia_base_0002_0,[1.0],[685.0],1
U78027_rna3_at,"leukemia_base_0002_19, leukemia_base_0002_27","[1.0, 1.0]","[683.0, 713.0]",2
U78027_rna4_at,"leukemia_base_0002_8, leukemia_base_0002_12, leukemia_base_0002_17, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[694.0, 693.0, 689.0, 711.0]",4
U78095_at,"leukemia_base_0002_9, leukemia_base_0002_20, leukemia_base_0002_28, leukemia_base_0002_29","[0.999, 1.0, 1.0, 1.0]","[636.0, 647.0, 688.0, 707.0]",4
U78107_at,"leukemia_base_0002_7, leukemia_base_0002_10, leukemia_base_0002_13, leukemia_base_0002_14, leukemia_base_0002_15, leukemia_base_0002_18, leukemia_base_0002_23","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[682.0, 657.0, 696.0, 700.0, 654.0, 730.0, 726.0]",7
U78180_at,"leukemia_base_0002_23, leukemia_base_0009_4","[1.0, 0.984]","[726.0, 71.0]",2
U78190_rna1_at,"leukemia_base_0002_2, leukemia_base_0002_15, leukemia_base_0002_27, leukemia_base_0002_29","[1.0, 1.0, 1.0, 1.0]","[683.0, 654.0, 713.0, 707.0]",4
U78313_at,"leukemia_base_0002_4, leukemia_base_0002_13, leukemia_base_0002_18, leukemia_base_0002_22, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0]","[669.0, 696.0, 730.0, 676.0, 688.0]",5
U78521_at,"leukemia_base_0002_13, leukemia_base_0002_27, leukemia_base_0009_18","[1.0, 1.0, 0.984]","[696.0, 713.0, 70.0]",3
U78524_at,"leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_20","[1.0, 1.0, 1.0]","[671.0, 694.0, 647.0]",3
U78525_at,"leukemia_base_0002_1, leukemia_base_0002_23","[0.984, 1.0]","[681.0, 726.0]",2
U78551_at,"leukemia_base_0002_2, leukemia_base_0002_11","[1.0, 1.0]","[683.0, 707.0]",2
U78556_at,leukemia_base_0002_8,[1.0],[694.0],1
U78575_at,"leukemia_base_0002_24, leukemia_base_0002_27","[1.0, 1.0]","[683.0, 713.0]",2
U78628_at,"leukemia_base_0002_11, leukemia_base_0002_16, leukemia_base_0002_17, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0]","[707.0, 650.0, 689.0, 688.0]",4
U78678_at,"leukemia_base_0002_14, leukemia_base_0002_28, leukemia_base_0009_19","[1.0, 1.0, 1.0]","[700.0, 688.0, 68.0]",3
U78722_at,leukemia_base_0002_11,[1.0],[707.0],1
U78735_at,"leukemia_base_0002_23, leukemia_base_0002_26","[1.0, 1.0]","[726.0, 711.0]",2
U78793_at,"leukemia_base_0002_2, leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_12, leukemia_base_0002_18, leukemia_base_0002_25","[1.0, 1.0, 0.999, 1.0, 1.0, 1.0]","[683.0, 694.0, 636.0, 693.0, 730.0, 716.0]",6
U78798_at,"leukemia_base_0002_4, leukemia_base_0002_15, leukemia_base_0009_26","[1.0, 1.0, 1.0]","[669.0, 654.0, 57.0]",3
U78876_at,"leukemia_base_0002_3, leukemia_base_0002_10, leukemia_base_0002_12, leukemia_base_0002_24","[1.0, 1.0, 1.0, 1.0]","[660.0, 657.0, 693.0, 683.0]",4
U79115_s_at,"leukemia_base_0002_3, leukemia_base_0002_24, leukemia_base_0002_26","[1.0, 1.0, 1.0]","[660.0, 683.0, 711.0]",3
U79241_at,"leukemia_base_0002_1, leukemia_base_0002_5, leukemia_base_0002_13, leukemia_base_0002_16, leukemia_base_0002_29","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 637.0, 696.0, 650.0, 707.0]",5
U79242_at,"leukemia_base_0002_13, leukemia_base_0002_16, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[696.0, 650.0, 707.0]",3
U79245_at,"leukemia_base_0002_3, leukemia_base_0002_9, leukemia_base_0002_15, leukemia_base_0011_18","[1.0, 0.999, 1.0, 0.984]","[660.0, 636.0, 654.0, 23.0]",4
U79246_at,leukemia_base_0002_9,[0.999],[636.0],1
U79247_at,"leukemia_base_0002_6, leukemia_base_0002_8, leukemia_base_0002_25, leukemia_base_0002_28, leukemia_base_0011_0","[1.0, 1.0, 1.0, 1.0, 0.969]","[671.0, 694.0, 716.0, 688.0, 36.0]",5
U79248_at,leukemia_base_0002_29,[1.0],[707.0],1
U79249_at,"leukemia_base_0002_3, leukemia_base_0002_26, leukemia_base_0002_29","[1.0, 1.0, 1.0]","[660.0, 711.0, 707.0]",3
U79251_at,"leukemia_base_0002_1, leukemia_base_0002_7, leukemia_base_0002_12, leukemia_base_0002_22, leukemia_base_0009_29","[0.984, 1.0, 1.0, 1.0, 1.0]","[681.0, 682.0, 693.0, 676.0, 76.0]",5
U79252_at,leukemia_base_0002_25,[1.0],[716.0],1
U79253_at,"leukemia_base_0002_1, leukemia_base_0002_9, leukemia_base_0002_19, leukemia_base_0009_11, leukemia_base_0009_12","[0.984, 0.999, 1.0, 0.969, 1.0]","[681.0, 636.0, 683.0, 60.0, 61.0]",5
U79254_at,"leukemia_base_0002_3, leukemia_base_0002_26, leukemia_base_0009_7","[1.0, 1.0, 0.984]","[660.0, 711.0, 58.0]",3
U79255_at,"leukemia_base_0002_18, leukemia_base_0002_20, leukemia_base_0009_10","[1.0, 1.0, 1.0]","[730.0, 647.0, 62.0]",3
U79256_at,"leukemia_base_0002_2, leukemia_base_0011_24","[1.0, 0.969]","[683.0, 38.0]",2
U79257_at,"leukemia_base_0002_3, leukemia_base_0002_9, leukemia_base_0002_18, leukemia_base_0002_21, leukemia_base_0002_25","[1.0, 0.999, 1.0, 0.969, 1.0]","[660.0, 636.0, 730.0, 679.0, 716.0]",5
U79258_at,leukemia_base_0002_2,[1.0],[683.0],1
U79259_at,"leukemia_base_0002_1, leukemia_base_0002_15, leukemia_base_0002_17, leukemia_base_0002_24, leukemia_base_0002_25, leukemia_base_0009_24, leukemia_base_0011_15","[0.984, 1.0, 1.0, 1.0, 1.0, 0.984, 0.984]","[681.0, 654.0, 689.0, 683.0, 716.0, 50.0, 29.0]",7
U79260_at,"leukemia_base_0002_2, leukemia_base_0002_8, leukemia_base_0002_9, leukemia_base_0002_27","[1.0, 1.0, 0.999, 1.0]","[683.0, 694.0, 636.0, 713.0]",4
U79261_s_at,"leukemia_base_0002_0, leukemia_base_0002_19, leukemia_base_0002_24, leukemia_base_0009_3, leukemia_base_0011_28","[1.0, 1.0, 1.0, 1.0, 1.0]","[685.0, 683.0, 683.0, 67.0, 30.0]",5
U79263_at,"leukemia_base_0002_7, leukemia_base_0002_8, leukemia_base_0002_20, leukemia_base_0002_26","[1.0, 1.0, 1.0, 1.0]","[682.0, 694.0, 647.0, 711.0]",4
U79265_at,"leukemia_base_0002_6, leukemia_base_0002_16, leukemia_base_0002_19, leukemia_base_0002_20, leukemia_base_0002_27, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[671.0, 650.0, 683.0, 647.0, 713.0, 688.0]",6
U79266_at,"leukemia_base_0002_0, leukemia_base_0002_15, leukemia_base_0002_18","[1.0, 1.0, 1.0]","[685.0, 654.0, 730.0]",3
U79267_at,leukemia_base_0002_16,[1.0],[650.0],1
U79270_at,"leukemia_base_0002_15, leukemia_base_0002_28","[1.0, 1.0]","[654.0, 688.0]",2
U79271_at,"leukemia_base_0002_5, leukemia_base_0002_8","[1.0, 1.0]","[637.0, 694.0]",2
U79272_at,"leukemia_base_0002_3, leukemia_base_0009_26, leukemia_base_0011_20","[1.0, 1.0, 1.0]","[660.0, 57.0, 41.0]",3
U79273_at,"leukemia_base_0002_0, leukemia_base_0002_7, leukemia_base_0002_14, leukemia_base_0002_18, leukemia_base_0002_25, leukemia_base_0002_27, leukemia_base_0002_28","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[685.0, 682.0, 700.0, 730.0, 716.0, 713.0, 688.0]",7
U79274_at,"leukemia_base_0002_1, leukemia_base_0002_8, leukemia_base_0002_14, leukemia_base_0002_15, leukemia_base_0002_20, leukemia_base_0002_24, leukemia_base_0009_10, leukemia_base_0011_17, leukemia_base_0011_27","[0.984, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.984, 1.0]","[681.0, 694.0, 700.0, 654.0, 647.0, 683.0, 62.0, 31.0, 26.0]",9
U79275_at,"leukemia_base_0002_2, leukemia_base_0002_3, leukemia_base_0002_11","[1.0, 1.0, 1.0]","[683.0, 660.0, 707.0]",3
U79277_at,leukemia_base_0002_24,[1.0],[683.0],1
U79280_at,"leukemia_base_0002_27, leukemia_base_0011_4, leukemia_base_0011_25","[1.0, 0.984, 1.0]","[713.0, 31.0, 33.0]",3
U79282_at,"leukemia_base_0002_5, leukemia_base_0009_25","[1.0, 1.0]","[637.0, 53.0]",2
U79285_at,"leukemia_base_0002_3, leukemia_base_0002_15","[1.0, 1.0]","[660.0, 654.0]",2
U79286_at,"leukemia_base_0002_1, leukemia_base_0002_22, leukemia_base_0002_23","[0.984, 1.0, 1.0]","[681.0, 676.0, 726.0]",3
U79287_at,leukemia_base_0002_10,[1.0],[657.0],1
